policy,outcome,hit,error_m,landing_xy,release_xy,decision_s,release_s,fall_s,seed,blocked_reason,return,episode_s
random,miss,False,0.11415884402271592,"[0.003273996702059051, 0.11411188638436265]","[0.04989976984174602, 0.12721734521412975]",3.8000000000000003,4.01368497353628,0.5113855835888972,84000104,,-8.034554241089417,4.01368497353628
random,miss,False,0.10181683828059802,"[0.05679436348687994, 0.08450484503019699]","[0.10880803212363865, 0.11146214258593151]",3.5,3.6677727739624695,0.4974447200653143,84000105,,-7.328649362711824,3.6677727739624695
random,miss,False,0.1126945447684665,"[-0.06307297007097881, 0.09339090355595299]","[-0.06728522612774188, 0.12338248719202626]",2.9000000000000004,3.0202851799029378,0.5079643492032991,84000106,,-7.730931460490392,3.0202851799029378
random,miss,False,0.2148517858685289,"[-0.11580323221016975, -0.18097210089009216]","[-0.13643264854801684, -0.2497003663234171]",1.6,1.7337721578296779,0.5414576552120361,84000107,,-15.325749086602649,1.7337721578296779
random,miss,False,0.13548460715138627,"[-0.042616389029670645, -0.12860762870466602]","[-0.07661276702084087, -0.17073936194292066]",3.4000000000000004,3.602147866622014,0.47214674678733937,84000108,,-9.194634029577626,3.602147866622014
random,miss,False,0.31268080754891325,"[-0.23797924537669113, 0.20281806176813044]","[-0.3467792738272066, 0.2368259772627026]",0.4,0.6159940811509831,0.4610693071126057,84000109,,-16.1,0.6159940811509831
random,miss,False,0.11992643440544545,"[-0.06271592762804769, -0.10222065393528401]","[-0.06361958362303706, -0.17169558544202249]",2.5,2.668820576687258,0.4999212415061519,84000110,,-8.029106430580736,2.668820576687258
random,miss,False,0.1269430792742142,"[-0.04726676180415499, -0.11781510346372703]","[-0.061204232790017285, -0.14731295487531135]",2.4000000000000004,2.5636927413920803,0.46079684274463284,84000111,,-8.414093580028267,2.5636927413920803
random,miss,False,0.3047660105778798,"[0.16014943862545383, -0.25929612128126467]","[0.20326927712475806, -0.38262084100899113]",0.30000000000000004,0.5161273597874975,0.5022897594636893,84000112,,-16.075,0.5161273597874975
random,miss,False,0.19901376219407718,"[0.02386013310938019, 0.19757826699979775]","[-0.03576560243053249, 0.3290082326048436]",0.5,0.7450360906845122,0.5411180225361518,84000113,,-13.499314211275907,0.7450360906845122
